timestamp,total_products,valid_products,invalid_products,completeness_rate,validity_rate,quality_score,field_completeness,data_validity,data_consistency,summary_statistics
2025-08-22T11:01:21.105731,9,9,0,100.0,100.0,100.0,"{'missing_names': 0, 'missing_prices': 0, 'missing_urls': 0, 'missing_brands': 0, 'missing_availability': 0}","{'invalid_prices': 0, 'invalid_urls': 0, 'invalid_ratings': 0, 'invalid_discounts': 0}","{'price_inconsistencies': 0, 'duplicate_products': 0}","{'avg_price': 236.73333333333332, 'price_range': {'min': 35.4, 'max': 322.15, 'median': 296.65}, 'avg_discount': None, 'availability_distribution': {'Available': 9}, 'brand_distribution': {'Zenbivy': 3, 'Hyperlite Mountain Gear': 6}}"
